startStationId,starthour,startTripCount,hour
50,2013-09-06 21:00:00,1,21
50,2013-09-06 22:00:00,3,22
50,2013-09-06 23:00:00,1,23
50,2013-09-07 07:00:00,1,7
50,2013-09-07 08:00:00,3,8
50,2013-09-07 09:00:00,3,9
50,2013-09-07 10:00:00,4,10
50,2013-09-07 11:00:00,5,11
50,2013-09-07 12:00:00,6,12
50,2013-09-07 13:00:00,12,13
50,2013-09-07 14:00:00,6,14
50,2013-09-07 15:00:00,8,15
50,2013-09-07 16:00:00,4,16
50,2013-09-07 17:00:00,2,17
50,2013-09-07 18:00:00,7,18
50,2013-09-07 21:00:00,1,21
50,2013-09-08 00:00:00,1,0
50,2013-09-08 06:00:00,1,6
50,2013-09-08 09:00:00,6,9
50,2013-09-08 10:00:00,3,10
50,2013-09-08 11:00:00,3,11
50,2013-09-08 12:00:00,4,12
50,2013-09-08 13:00:00,1,13
50,2013-09-08 14:00:00,2,14
50,2013-09-08 15:00:00,3,15
50,2013-09-08 16:00:00,2,16
50,2013-09-08 18:00:00,3,18
50,2013-09-08 19:00:00,3,19
50,2013-09-09 06:00:00,1,6
50,2013-09-09 07:00:00,1,7
50,2013-09-09 08:00:00,4,8
50,2013-09-09 09:00:00,1,9
50,2013-09-09 10:00:00,1,10
50,2013-09-09 11:00:00,2,11
50,2013-09-09 12:00:00,3,12
50,2013-09-09 13:00:00,5,13
50,2013-09-09 14:00:00,7,14
50,2013-09-09 15:00:00,2,15
50,2013-09-09 16:00:00,3,16
50,2013-09-09 17:00:00,1,17
50,2013-09-09 18:00:00,2,18
50,2013-09-09 20:00:00,2,20
50,2013-09-10 07:00:00,5,7
50,2013-09-10 08:00:00,5,8
50,2013-09-10 09:00:00,2,9
50,2013-09-10 11:00:00,2,11
50,2013-09-10 12:00:00,2,12
50,2013-09-10 13:00:00,6,13
50,2013-09-10 14:00:00,2,14
50,2013-09-10 15:00:00,3,15
50,2013-09-10 16:00:00,4,16
50,2013-09-10 17:00:00,2,17
50,2013-09-10 18:00:00,6,18
50,2013-09-10 19:00:00,3,19
50,2013-09-10 20:00:00,2,20
50,2013-09-11 06:00:00,2,6
50,2013-09-11 07:00:00,2,7
50,2013-09-11 08:00:00,7,8
50,2013-09-11 09:00:00,2,9
50,2013-09-11 10:00:00,2,10
50,2013-09-11 11:00:00,2,11
50,2013-09-11 12:00:00,4,12
50,2013-09-11 13:00:00,3,13
50,2013-09-11 14:00:00,2,14
50,2013-09-11 15:00:00,2,15
50,2013-09-11 16:00:00,5,16
50,2013-09-11 17:00:00,2,17
50,2013-09-11 18:00:00,3,18
50,2013-09-11 21:00:00,2,21
50,2013-09-11 22:00:00,1,22
50,2013-09-12 06:00:00,1,6
50,2013-09-12 07:00:00,3,7
50,2013-09-12 08:00:00,7,8
50,2013-09-12 09:00:00,5,9
50,2013-09-12 10:00:00,3,10
50,2013-09-12 11:00:00,4,11
50,2013-09-12 12:00:00,10,12
50,2013-09-12 13:00:00,2,13
50,2013-09-12 14:00:00,2,14
50,2013-09-12 15:00:00,4,15
50,2013-09-12 16:00:00,2,16
50,2013-09-12 17:00:00,5,17
50,2013-09-12 18:00:00,5,18
50,2013-09-12 22:00:00,1,22
50,2013-09-13 06:00:00,1,6
50,2013-09-13 07:00:00,3,7
50,2013-09-13 08:00:00,5,8
50,2013-09-13 09:00:00,2,9
50,2013-09-13 10:00:00,1,10
50,2013-09-13 11:00:00,6,11
50,2013-09-13 12:00:00,9,12
50,2013-09-13 13:00:00,6,13
50,2013-09-13 14:00:00,4,14
50,2013-09-13 15:00:00,2,15
50,2013-09-13 16:00:00,5,16
50,2013-09-13 17:00:00,5,17
50,2013-09-13 18:00:00,4,18
50,2013-09-13 19:00:00,2,19
50,2013-09-13 20:00:00,1,20
50,2013-09-13 21:00:00,2,21
50,2013-09-13 23:00:00,1,23
50,2013-09-14 00:00:00,1,0
50,2013-09-14 09:00:00,3,9
50,2013-09-14 10:00:00,1,10
50,2013-09-14 11:00:00,1,11
50,2013-09-14 12:00:00,11,12
50,2013-09-14 13:00:00,3,13
50,2013-09-14 14:00:00,6,14
50,2013-09-14 15:00:00,1,15
50,2013-09-14 16:00:00,5,16
50,2013-09-14 17:00:00,8,17
50,2013-09-14 18:00:00,5,18
50,2013-09-14 20:00:00,2,20
50,2013-09-14 21:00:00,4,21
50,2013-09-14 22:00:00,1,22
50,2013-09-15 10:00:00,1,10
50,2013-09-15 12:00:00,5,12
50,2013-09-15 13:00:00,6,13
50,2013-09-15 15:00:00,4,15
50,2013-09-15 16:00:00,3,16
50,2013-09-15 17:00:00,4,17
50,2013-09-15 19:00:00,1,19
50,2013-09-15 20:00:00,2,20
50,2013-09-15 21:00:00,1,21
50,2013-09-16 06:00:00,1,6
50,2013-09-16 07:00:00,5,7
50,2013-09-16 08:00:00,2,8
50,2013-09-16 09:00:00,1,9
50,2013-09-16 10:00:00,2,10
50,2013-09-16 11:00:00,5,11
50,2013-09-16 12:00:00,8,12
50,2013-09-16 13:00:00,1,13
50,2013-09-16 14:00:00,2,14
50,2013-09-16 15:00:00,4,15
50,2013-09-16 16:00:00,1,16
50,2013-09-16 17:00:00,3,17
50,2013-09-16 18:00:00,2,18
50,2013-09-16 19:00:00,4,19
50,2013-09-16 21:00:00,1,21
50,2013-09-17 06:00:00,1,6
50,2013-09-17 07:00:00,3,7
50,2013-09-17 08:00:00,4,8
50,2013-09-17 09:00:00,4,9
50,2013-09-17 10:00:00,3,10
50,2013-09-17 11:00:00,2,11
50,2013-09-17 12:00:00,4,12
50,2013-09-17 13:00:00,1,13
50,2013-09-17 14:00:00,1,14
50,2013-09-17 16:00:00,2,16
50,2013-09-17 17:00:00,6,17
50,2013-09-17 18:00:00,2,18
50,2013-09-17 19:00:00,1,19
50,2013-09-17 20:00:00,3,20
50,2013-09-17 21:00:00,1,21
50,2013-09-17 22:00:00,1,22
50,2013-09-18 06:00:00,1,6
50,2013-09-18 07:00:00,2,7
50,2013-09-18 08:00:00,7,8
50,2013-09-18 09:00:00,3,9
50,2013-09-18 10:00:00,1,10
50,2013-09-18 11:00:00,10,11
50,2013-09-18 12:00:00,8,12
50,2013-09-18 13:00:00,4,13
50,2013-09-18 14:00:00,2,14
50,2013-09-18 15:00:00,5,15
50,2013-09-18 16:00:00,3,16
50,2013-09-18 17:00:00,3,17
50,2013-09-18 18:00:00,1,18
50,2013-09-18 19:00:00,3,19
50,2013-09-18 20:00:00,1,20
50,2013-09-18 21:00:00,1,21
50,2013-09-19 06:00:00,3,6
50,2013-09-19 07:00:00,5,7
50,2013-09-19 08:00:00,9,8
50,2013-09-19 09:00:00,4,9
50,2013-09-19 12:00:00,4,12
50,2013-09-19 13:00:00,8,13
50,2013-09-19 14:00:00,3,14
50,2013-09-19 15:00:00,1,15
50,2013-09-19 16:00:00,5,16
50,2013-09-19 18:00:00,11,18
50,2013-09-19 19:00:00,1,19
50,2013-09-19 20:00:00,1,20
50,2013-09-20 06:00:00,1,6
50,2013-09-20 07:00:00,5,7
50,2013-09-20 08:00:00,11,8
50,2013-09-20 09:00:00,4,9
50,2013-09-20 10:00:00,3,10
50,2013-09-20 11:00:00,3,11
50,2013-09-20 12:00:00,2,12
50,2013-09-20 13:00:00,4,13
50,2013-09-20 14:00:00,8,14
50,2013-09-20 15:00:00,5,15
50,2013-09-20 16:00:00,3,16
50,2013-09-20 17:00:00,5,17
50,2013-09-20 18:00:00,4,18
50,2013-09-20 19:00:00,1,19
50,2013-09-20 21:00:00,4,21
50,2013-09-20 22:00:00,4,22
50,2013-09-20 23:00:00,3,23
50,2013-09-21 07:00:00,1,7
50,2013-09-21 09:00:00,2,9
50,2013-09-21 10:00:00,2,10
50,2013-09-21 14:00:00,2,14
50,2013-09-21 15:00:00,3,15
50,2013-09-21 16:00:00,3,16
50,2013-09-21 17:00:00,1,17
50,2013-09-21 18:00:00,5,18
50,2013-09-21 19:00:00,2,19
50,2013-09-22 08:00:00,2,8
50,2013-09-22 09:00:00,1,9
50,2013-09-22 10:00:00,3,10
50,2013-09-22 11:00:00,5,11
50,2013-09-22 12:00:00,2,12
50,2013-09-22 13:00:00,4,13
50,2013-09-22 14:00:00,6,14
50,2013-09-22 15:00:00,3,15
50,2013-09-22 16:00:00,5,16
50,2013-09-22 18:00:00,4,18
50,2013-09-22 19:00:00,2,19
50,2013-09-22 20:00:00,1,20
50,2013-09-23 01:00:00,1,1
50,2013-09-23 06:00:00,1,6
50,2013-09-23 07:00:00,8,7
50,2013-09-23 08:00:00,4,8
50,2013-09-23 09:00:00,3,9
50,2013-09-23 10:00:00,2,10
50,2013-09-23 11:00:00,4,11
50,2013-09-23 12:00:00,1,12
50,2013-09-23 13:00:00,3,13
50,2013-09-23 14:00:00,8,14
50,2013-09-23 15:00:00,3,15
50,2013-09-23 16:00:00,2,16
50,2013-09-23 17:00:00,1,17
50,2013-09-24 11:00:00,5,11
50,2013-09-24 12:00:00,6,12
50,2013-09-24 13:00:00,5,13
50,2013-09-24 14:00:00,1,14
50,2013-09-24 16:00:00,1,16
50,2013-09-24 17:00:00,2,17
50,2013-09-24 18:00:00,1,18
50,2013-09-24 21:00:00,2,21
50,2013-09-25 06:00:00,1,6
50,2013-09-25 07:00:00,6,7
50,2013-09-25 08:00:00,6,8
50,2013-09-25 09:00:00,6,9
50,2013-09-25 10:00:00,2,10
50,2013-09-25 11:00:00,1,11
50,2013-09-25 12:00:00,4,12
50,2013-09-25 13:00:00,17,13
50,2013-09-25 14:00:00,2,14
50,2013-09-25 15:00:00,5,15
50,2013-09-25 16:00:00,2,16
50,2013-09-25 17:00:00,1,17
50,2013-09-25 18:00:00,2,18
50,2013-09-25 19:00:00,3,19
50,2013-09-25 20:00:00,2,20
50,2013-09-25 22:00:00,2,22
50,2013-09-26 06:00:00,3,6
50,2013-09-26 07:00:00,5,7
50,2013-09-26 08:00:00,10,8
50,2013-09-26 09:00:00,2,9
50,2013-09-26 10:00:00,2,10
50,2013-09-26 12:00:00,4,12
50,2013-09-26 14:00:00,1,14
50,2013-09-26 15:00:00,2,15
50,2013-09-26 16:00:00,7,16
50,2013-09-26 17:00:00,4,17
50,2013-09-26 18:00:00,4,18
50,2013-09-26 19:00:00,3,19
50,2013-09-26 21:00:00,1,21
50,2013-09-26 22:00:00,2,22
50,2013-09-26 23:00:00,3,23
50,2013-09-27 06:00:00,1,6
50,2013-09-27 07:00:00,2,7
50,2013-09-27 08:00:00,8,8
50,2013-09-27 11:00:00,1,11
50,2013-09-27 12:00:00,2,12
50,2013-09-27 13:00:00,13,13
50,2013-09-27 14:00:00,2,14
50,2013-09-27 15:00:00,13,15
50,2013-09-27 16:00:00,3,16
50,2013-09-27 17:00:00,5,17
50,2013-09-27 18:00:00,10,18
50,2013-09-27 19:00:00,2,19
50,2013-09-27 20:00:00,2,20
50,2013-09-27 22:00:00,1,22
50,2013-09-27 23:00:00,1,23
50,2013-09-28 08:00:00,1,8
50,2013-09-28 10:00:00,5,10
50,2013-09-28 11:00:00,3,11
50,2013-09-28 12:00:00,3,12
50,2013-09-28 13:00:00,5,13
50,2013-09-28 14:00:00,9,14
50,2013-09-28 15:00:00,4,15
50,2013-09-28 16:00:00,5,16
50,2013-09-28 17:00:00,4,17
50,2013-09-28 18:00:00,1,18
50,2013-09-28 20:00:00,2,20
50,2013-09-28 21:00:00,1,21
50,2013-09-29 00:00:00,2,0
50,2013-09-29 10:00:00,1,10
50,2013-09-29 11:00:00,5,11
50,2013-09-29 12:00:00,7,12
50,2013-09-29 13:00:00,4,13
50,2013-09-29 14:00:00,6,14
50,2013-09-29 15:00:00,5,15
50,2013-09-29 16:00:00,6,16
50,2013-09-29 17:00:00,2,17
50,2013-09-29 18:00:00,1,18
50,2013-09-29 19:00:00,1,19
50,2013-09-30 06:00:00,1,6
50,2013-09-30 07:00:00,4,7
50,2013-09-30 08:00:00,10,8
50,2013-09-30 09:00:00,2,9
50,2013-09-30 10:00:00,1,10
50,2013-09-30 11:00:00,2,11
50,2013-09-30 13:00:00,2,13
50,2013-09-30 14:00:00,1,14
50,2013-09-30 15:00:00,1,15
50,2013-09-30 17:00:00,8,17
50,2013-09-30 18:00:00,5,18
50,2013-09-30 19:00:00,3,19
50,2013-09-30 21:00:00,1,21
50,2013-10-01 06:00:00,3,6
50,2013-10-01 07:00:00,3,7
50,2013-10-01 08:00:00,8,8
50,2013-10-01 09:00:00,2,9
50,2013-10-01 10:00:00,4,10
50,2013-10-01 11:00:00,2,11
50,2013-10-01 12:00:00,2,12
50,2013-10-01 13:00:00,9,13
50,2013-10-01 14:00:00,5,14
50,2013-10-01 15:00:00,2,15
50,2013-10-01 16:00:00,3,16
50,2013-10-01 18:00:00,3,18
50,2013-10-01 19:00:00,2,19
50,2013-10-02 06:00:00,1,6
50,2013-10-02 07:00:00,6,7
50,2013-10-02 08:00:00,6,8
50,2013-10-02 09:00:00,3,9
50,2013-10-02 10:00:00,2,10
50,2013-10-02 13:00:00,6,13
50,2013-10-02 14:00:00,2,14
50,2013-10-02 15:00:00,1,15
50,2013-10-02 16:00:00,3,16
50,2013-10-02 17:00:00,2,17
50,2013-10-02 18:00:00,4,18
50,2013-10-02 19:00:00,1,19
50,2013-10-02 21:00:00,1,21
50,2013-10-03 06:00:00,1,6
50,2013-10-03 07:00:00,4,7
50,2013-10-03 08:00:00,6,8
50,2013-10-03 09:00:00,1,9
50,2013-10-03 10:00:00,2,10
50,2013-10-03 11:00:00,3,11
50,2013-10-03 12:00:00,3,12
50,2013-10-03 13:00:00,7,13
50,2013-10-03 14:00:00,6,14
50,2013-10-03 15:00:00,1,15
50,2013-10-03 16:00:00,1,16
50,2013-10-03 17:00:00,2,17
50,2013-10-03 18:00:00,1,18
50,2013-10-03 19:00:00,2,19
50,2013-10-03 20:00:00,3,20
50,2013-10-03 21:00:00,3,21
50,2013-10-04 06:00:00,4,6
50,2013-10-04 07:00:00,4,7
50,2013-10-04 08:00:00,9,8
50,2013-10-04 09:00:00,3,9
50,2013-10-04 10:00:00,1,10
50,2013-10-04 11:00:00,1,11
50,2013-10-04 12:00:00,3,12
50,2013-10-04 13:00:00,2,13
50,2013-10-04 14:00:00,3,14
50,2013-10-04 15:00:00,2,15
50,2013-10-04 16:00:00,5,16
50,2013-10-04 17:00:00,1,17
50,2013-10-04 18:00:00,2,18
50,2013-10-04 19:00:00,6,19
50,2013-10-04 20:00:00,1,20
50,2013-10-04 22:00:00,2,22
50,2013-10-05 00:00:00,1,0
50,2013-10-05 01:00:00,1,1
50,2013-10-05 07:00:00,2,7
50,2013-10-05 08:00:00,2,8
50,2013-10-05 09:00:00,3,9
50,2013-10-05 10:00:00,2,10
50,2013-10-05 11:00:00,6,11
50,2013-10-05 12:00:00,10,12
50,2013-10-05 13:00:00,9,13
50,2013-10-05 14:00:00,6,14
50,2013-10-05 17:00:00,2,17
50,2013-10-05 18:00:00,6,18
50,2013-10-05 19:00:00,4,19
50,2013-10-05 21:00:00,4,21
50,2013-10-06 08:00:00,2,8
50,2013-10-06 09:00:00,1,9
50,2013-10-06 10:00:00,5,10
50,2013-10-06 12:00:00,3,12
50,2013-10-06 13:00:00,4,13
50,2013-10-06 14:00:00,1,14
50,2013-10-06 15:00:00,6,15
50,2013-10-06 16:00:00,3,16
50,2013-10-06 17:00:00,5,17
50,2013-10-06 18:00:00,1,18
50,2013-10-06 19:00:00,4,19
50,2013-10-06 21:00:00,3,21
50,2013-10-07 06:00:00,3,6
50,2013-10-07 07:00:00,5,7
50,2013-10-07 08:00:00,10,8
50,2013-10-07 09:00:00,4,9
50,2013-10-07 11:00:00,3,11
50,2013-10-07 13:00:00,2,13
50,2013-10-07 14:00:00,2,14
50,2013-10-07 15:00:00,1,15
50,2013-10-07 17:00:00,4,17
50,2013-10-07 18:00:00,4,18
50,2013-10-07 19:00:00,3,19
50,2013-10-07 20:00:00,2,20
50,2013-10-08 06:00:00,1,6
50,2013-10-08 07:00:00,9,7
50,2013-10-08 08:00:00,7,8
50,2013-10-08 09:00:00,4,9
50,2013-10-08 10:00:00,4,10
50,2013-10-08 11:00:00,1,11
50,2013-10-08 12:00:00,4,12
50,2013-10-08 13:00:00,4,13
50,2013-10-08 14:00:00,1,14
50,2013-10-08 15:00:00,2,15
50,2013-10-08 16:00:00,4,16
50,2013-10-08 17:00:00,6,17
50,2013-10-08 18:00:00,3,18
50,2013-10-08 19:00:00,2,19
50,2013-10-08 22:00:00,1,22
50,2013-10-09 06:00:00,2,6
50,2013-10-09 07:00:00,4,7
50,2013-10-09 08:00:00,9,8
50,2013-10-09 09:00:00,1,9
50,2013-10-09 10:00:00,1,10
50,2013-10-09 11:00:00,1,11
50,2013-10-09 12:00:00,1,12
50,2013-10-09 13:00:00,3,13
50,2013-10-09 14:00:00,3,14
50,2013-10-09 15:00:00,6,15
50,2013-10-09 16:00:00,2,16
50,2013-10-09 17:00:00,6,17
50,2013-10-09 18:00:00,4,18
50,2013-10-09 20:00:00,5,20
50,2013-10-09 21:00:00,1,21
50,2013-10-09 22:00:00,1,22
50,2013-10-10 06:00:00,3,6
50,2013-10-10 07:00:00,7,7
50,2013-10-10 08:00:00,10,8
50,2013-10-10 09:00:00,2,9
50,2013-10-10 10:00:00,2,10
50,2013-10-10 11:00:00,1,11
50,2013-10-10 12:00:00,6,12
50,2013-10-10 13:00:00,4,13
50,2013-10-10 14:00:00,4,14
50,2013-10-10 15:00:00,4,15
50,2013-10-10 16:00:00,3,16
50,2013-10-10 17:00:00,1,17
50,2013-10-10 18:00:00,1,18
50,2013-10-11 06:00:00,3,6
50,2013-10-11 07:00:00,6,7
50,2013-10-11 08:00:00,5,8
50,2013-10-11 09:00:00,2,9
50,2013-10-11 10:00:00,2,10
50,2013-10-11 11:00:00,1,11
50,2013-10-11 12:00:00,1,12
50,2013-10-11 13:00:00,2,13
50,2013-10-11 14:00:00,2,14
50,2013-10-11 15:00:00,1,15
50,2013-10-11 16:00:00,2,16
50,2013-10-11 17:00:00,2,17
50,2013-10-11 18:00:00,1,18
50,2013-10-11 19:00:00,1,19
50,2013-10-11 22:00:00,1,22
50,2013-10-12 10:00:00,1,10
50,2013-10-12 11:00:00,2,11
50,2013-10-12 12:00:00,4,12
50,2013-10-12 13:00:00,7,13
50,2013-10-12 14:00:00,3,14
50,2013-10-12 15:00:00,2,15
50,2013-10-12 16:00:00,5,16
50,2013-10-12 17:00:00,2,17
50,2013-10-12 18:00:00,2,18
50,2013-10-12 19:00:00,2,19
50,2013-10-12 21:00:00,1,21
50,2013-10-13 09:00:00,2,9
50,2013-10-13 10:00:00,2,10
50,2013-10-13 11:00:00,1,11
50,2013-10-13 13:00:00,3,13
50,2013-10-13 14:00:00,4,14
50,2013-10-13 15:00:00,5,15
50,2013-10-13 16:00:00,2,16
50,2013-10-13 17:00:00,7,17
50,2013-10-13 18:00:00,1,18
50,2013-10-14 06:00:00,1,6
50,2013-10-14 07:00:00,6,7
50,2013-10-14 08:00:00,5,8
50,2013-10-14 09:00:00,3,9
50,2013-10-14 10:00:00,3,10
50,2013-10-14 11:00:00,4,11
50,2013-10-14 12:00:00,4,12
50,2013-10-14 13:00:00,7,13
50,2013-10-14 15:00:00,6,15
50,2013-10-14 16:00:00,5,16
50,2013-10-14 17:00:00,5,17
50,2013-10-14 18:00:00,1,18
50,2013-10-14 19:00:00,2,19
50,2013-10-14 22:00:00,2,22
50,2013-10-15 06:00:00,1,6
50,2013-10-15 07:00:00,5,7
50,2013-10-15 08:00:00,11,8
50,2013-10-15 09:00:00,2,9
50,2013-10-15 11:00:00,1,11
50,2013-10-15 12:00:00,3,12
50,2013-10-15 13:00:00,5,13
50,2013-10-15 14:00:00,4,14
50,2013-10-15 16:00:00,7,16
50,2013-10-15 17:00:00,3,17
50,2013-10-15 18:00:00,5,18
50,2013-10-15 19:00:00,1,19
50,2013-10-15 21:00:00,1,21
50,2013-10-16 06:00:00,2,6
50,2013-10-16 07:00:00,7,7
50,2013-10-16 08:00:00,4,8
50,2013-10-16 09:00:00,4,9
50,2013-10-16 10:00:00,1,10
50,2013-10-16 11:00:00,1,11
50,2013-10-16 12:00:00,2,12
50,2013-10-16 13:00:00,4,13
50,2013-10-16 14:00:00,3,14
50,2013-10-16 15:00:00,4,15
50,2013-10-16 16:00:00,6,16
50,2013-10-16 17:00:00,1,17
50,2013-10-16 18:00:00,3,18
50,2013-10-16 19:00:00,2,19
50,2013-10-16 20:00:00,2,20
50,2013-10-17 06:00:00,3,6
50,2013-10-17 07:00:00,11,7
50,2013-10-17 08:00:00,4,8
50,2013-10-17 09:00:00,2,9
50,2013-10-17 11:00:00,5,11
50,2013-10-17 12:00:00,9,12
50,2013-10-17 13:00:00,8,13
50,2013-10-17 14:00:00,1,14
50,2013-10-17 15:00:00,2,15
50,2013-10-17 16:00:00,7,16
50,2013-10-17 17:00:00,1,17
50,2013-10-17 18:00:00,2,18
50,2013-10-17 19:00:00,2,19
50,2013-10-17 20:00:00,1,20
50,2013-10-17 23:00:00,4,23
50,2013-10-18 06:00:00,4,6
50,2013-10-18 07:00:00,9,7
50,2013-10-18 08:00:00,8,8
50,2013-10-18 09:00:00,1,9
50,2013-10-18 10:00:00,2,10
50,2013-10-18 11:00:00,6,11
50,2013-10-18 12:00:00,8,12
50,2013-10-18 14:00:00,4,14
50,2013-10-18 15:00:00,7,15
50,2013-10-18 16:00:00,10,16
50,2013-10-18 17:00:00,2,17
50,2013-10-18 18:00:00,5,18
50,2013-10-18 20:00:00,2,20
50,2013-10-18 21:00:00,1,21
50,2013-10-19 08:00:00,2,8
50,2013-10-19 10:00:00,4,10
50,2013-10-19 11:00:00,13,11
50,2013-10-19 12:00:00,2,12
50,2013-10-19 13:00:00,5,13
50,2013-10-19 14:00:00,4,14
50,2013-10-19 15:00:00,6,15
50,2013-10-19 16:00:00,5,16
50,2013-10-19 17:00:00,2,17
50,2013-10-19 18:00:00,2,18
50,2013-10-19 19:00:00,2,19
50,2013-10-19 20:00:00,1,20
50,2013-10-20 12:00:00,6,12
50,2013-10-20 13:00:00,2,13
50,2013-10-20 14:00:00,5,14
50,2013-10-20 15:00:00,5,15
50,2013-10-20 16:00:00,1,16
50,2013-10-20 19:00:00,1,19
50,2013-10-21 06:00:00,2,6
50,2013-10-21 07:00:00,7,7
50,2013-10-21 08:00:00,9,8
50,2013-10-21 09:00:00,3,9
50,2013-10-21 10:00:00,2,10
50,2013-10-21 11:00:00,3,11
50,2013-10-21 12:00:00,4,12
50,2013-10-21 13:00:00,4,13
50,2013-10-21 14:00:00,2,14
50,2013-10-21 15:00:00,3,15
50,2013-10-21 16:00:00,1,16
50,2013-10-21 17:00:00,3,17
50,2013-10-21 18:00:00,2,18
50,2013-10-21 19:00:00,2,19
50,2013-10-22 06:00:00,1,6
50,2013-10-22 07:00:00,7,7
50,2013-10-22 08:00:00,9,8
50,2013-10-22 09:00:00,3,9
50,2013-10-22 11:00:00,3,11
50,2013-10-22 12:00:00,2,12
50,2013-10-22 13:00:00,4,13
50,2013-10-22 14:00:00,3,14
50,2013-10-22 15:00:00,2,15
50,2013-10-22 16:00:00,3,16
50,2013-10-22 17:00:00,2,17
50,2013-10-22 18:00:00,2,18
50,2013-10-22 19:00:00,1,19
50,2013-10-22 20:00:00,1,20
50,2013-10-23 06:00:00,1,6
50,2013-10-23 07:00:00,5,7
50,2013-10-23 08:00:00,5,8
50,2013-10-23 09:00:00,5,9
50,2013-10-23 10:00:00,1,10
50,2013-10-23 11:00:00,3,11
50,2013-10-23 12:00:00,2,12
50,2013-10-23 13:00:00,2,13
